prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,entropy_mean,entropy_std,word_entropy_mean,word_entropy_std
1,has_close_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.595928451895034,0.00237871257343984,5.8357688175850475,0.009605842128561448
2,has_close_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.487485614752492,0.008920645910386297,6.188041948215369,0.02329231330120148
3,has_close_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.402970307251935,0.0,4.59306920777189,0.0
4,has_close_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.331526189021585,0.00652646380031545,5.971596657536098,0.011447616227803083
5,has_close_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.4097680990519725,0.002387602772893954,6.157612792655814,0.04870542072601663
6,separate_paren_groups,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.003322078645915,0.07169340695690714,4.84444882919624,0.023594032117145662
7,separate_paren_groups,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.304317574521567,0.0,6.001508834536531,0.0
8,separate_paren_groups,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,3.8220874587775753,0.0,4.628848957968554,0.0
9,separate_paren_groups,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.17300432967031,0.07362536585928688,5.73332746582749,0.0009522354322339054
10,separate_paren_groups,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.246503459686275,0.0035312175162047193,6.102569419458148,0.05175804057110829
11,truncate_number,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.109266939478949,0.0,3.0,0.0
12,truncate_number,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.423157958450306,0.013798489935531679,5.847974321558999,0.026766088710797706
13,truncate_number,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.2936236784806585,0.0,3.4594316186372973,0.0
14,truncate_number,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.324829990527558,0.009170508445649617,5.359866697536151,0.0010723574473310291
15,truncate_number,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.546536685221301,0.004494752540057684,5.822978299699444,0.04935088131745155
16,below_zero,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.4044682476584605,0.0,5.584804865652559,0.0
17,below_zero,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.272349040750016,0.0008863711906904826,5.52461641521075,0.0
18,below_zero,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.067500056012378,0.0,4.293660689688186,0.0
19,below_zero,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.359016174924347,0.0,5.593890036425605,0.0
20,below_zero,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.583726411981944,0.015254637962947858,6.129738464961347,0.012838596582756292
21,mean_absolute_deviation,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.521619898035686,0.0,5.327724314055788,0.0
22,mean_absolute_deviation,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.507181546920077,0.0,6.0637516045898865,0.0
23,mean_absolute_deviation,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.374043764672255,0.0,4.277613436819116,0.0
24,mean_absolute_deviation,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.346792216766224,0.0010144373877047572,5.478948475662336,0.0026902643043920467
25,mean_absolute_deviation,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.41044721120872,0.004952634441741921,5.950004847413066,0.002712549396982311
26,intersperse,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.26209518860798,0.04564829295317644,5.336244507225104,0.3556111391237769
27,intersperse,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.457557413903759,0.02391306422280814,5.977205282919186,0.05909143015599526
28,intersperse,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.0720268242270965,0.008629319612753227,4.634030532763527,0.057297111119205706
29,intersperse,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.248939325376474,0.029677823392511214,5.705246606610699,0.05314206648956332
30,intersperse,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.296357947072506,0.00251165765132626,5.974298042181846,0.008659239051999635
31,parse_nested_parens,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.393319778008724,0.0,5.484069531114783,0.0
32,parse_nested_parens,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.424477955716057,0.012210713427998026,5.903970524648595,0.02454881595303933
33,parse_nested_parens,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.05350336455507,0.0,4.533249311341008,0.0
34,parse_nested_parens,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.29443201916148,0.0,5.891991724816276,0.0
35,parse_nested_parens,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.269863968520816,0.0795174746990927,6.122961126286144,0.01147644040195543
36,filter_by_substring,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.40655925178323,0.0,5.464521118476495,0.0
37,filter_by_substring,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.357712481749859,0.03165401329968368,6.027556874365185,0.05114956122823434
38,filter_by_substring,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.137833759165391,0.0,4.142664355548848,0.0
39,filter_by_substring,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.192417173504955,0.018161239125333517,5.701433480318558,0.011073924762203303
40,filter_by_substring,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.358233430533398,0.011784186460131723,6.148403830904518,0.019891558832928504
41,sum_product,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.492869691296563,0.0,4.653495561774943,0.0
42,sum_product,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.544452837253178,0.009543088321428821,5.945346961193283,0.13917072185034648
43,sum_product,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.281265715161724,0.0,4.220175521464345,0.0
44,sum_product,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.394697239998428,0.10736092749358003,5.652420328482839,0.17736427204515176
45,sum_product,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.415331074335367,0.004016698983631874,6.1953743094287095,0.0
46,rolling_max,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.438563792172711,0.006401177686364686,6.061244794160966,0.03877190909969212
47,rolling_max,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.569897227768085,0.0,5.587508202783242,0.0
48,rolling_max,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.693471805465334,0.02156227413016616,5.160772387752206,0.06297874161448078
49,rolling_max,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.646589469977137,0.05059326675182199,5.962347904320883,0.10734991970396807
50,rolling_max,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.691030801910205,0.0,6.0825280284343055,0.0
51,make_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.611530784982215,0.0,4.501629167387822,0.0
52,make_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.5548837876979755,0.0,5.5039583174745434,0.0
53,make_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.238754949411601,0.0,4.3685225277282065,0.0
54,make_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.242084745159447,0.0249769673782437,5.289033774011835,0.08049430454100853
55,make_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.460782960422578,0.07353098940852958,5.8516048275721895,0.06712097324336981
56,string_xor,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.510588441763457,0.053555052764823245,5.658418563494603,0.25278364329743486
57,string_xor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.587116631349964,0.033835476356252225,6.1608387689511055,0.10447950116367562
58,string_xor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.489323269420784,0.0,4.247927513443585,0.0
59,string_xor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.534720789046088,0.0,6.144239723407992,0.0
60,string_xor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.429625405889779,0.06936741450294477,6.035375213941057,0.03386396462554088
61,longest,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.167844489192472,0.0,3.418295834054489,4.440892098500626e-16
62,longest,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.075346362946008,0.0,4.940841476591659,0.0
63,longest,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.272676904957934,0.0,3.969815782426809,4.440892098500626e-16
64,longest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.139190409157703,0.012364417999077303,5.015514287309773,0.033902695329713954
65,longest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.240043474599803,0.004060817614202961,5.604850024740403,0.004509089161537716
66,greatest_common_divisor,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.529751838417902,0.0,5.484234164652488,0.0
67,greatest_common_divisor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.382734419213248,0.005431221452810623,6.148266213390094,0.015125500409009533
68,greatest_common_divisor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.249133731504807,0.0,4.021928094887363,0.0
69,greatest_common_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.318789278231699,0.027310712589542836,6.234502444376769,0.06360040402213406
70,greatest_common_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.4726823764515675,0.001043010208872747,6.048724445269141,0.006998542122238062
71,all_prefixes,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.638794026954312,0.018272208277898373,3.905299803154216,0.1958897621932243
72,all_prefixes,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.386806422276186,0.004365267466058498,5.849375273755582,0.007767286965332687
73,all_prefixes,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.27425733718329,0.0,4.993391529870106,0.0
74,all_prefixes,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.365618977055932,0.010445204236517337,5.855406077956646,0.16417421744932773
75,all_prefixes,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.401672604061886,0.01761972192300035,6.216060797928726,0.0023616710230545124
76,string_sequence,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.52058043560624,0.0026097759744772016,5.323297409522799,0.020406574090099737
77,string_sequence,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.406379347362134,0.0,6.105228908545428,0.0
78,string_sequence,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.524728424769487,0.003304857838370623,5.408780263907328,0.020373043420732984
79,string_sequence,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.42859741478611,0.005157763416435631,5.9201291905920375,0.035490877648851636
80,string_sequence,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.461040213991163,0.0014809807090394144,6.281719567206137,0.009032418039880242
81,count_distinct_characters,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.477588446456228,0.0,5.385155104141379,0.0
82,count_distinct_characters,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.40247653604913,0.0022720058497016594,5.88098376225183,0.02479581260239747
83,count_distinct_characters,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.239194115044094,0.0,4.737322779818595,0.0
84,count_distinct_characters,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.451721158250815,0.0,5.730130543330449,0.0
85,count_distinct_characters,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.43614286634621,0.0,5.858498463929391,0.0
86,parse_music,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.302565253363001,0.0014504632584500855,5.841083592351257,0.00011122905661018479
87,parse_music,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.200421975846124,0.0,5.932356134258163,0.0
88,parse_music,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.21222558737743,0.06273332078877157,5.827858174194148,0.04034249947716495
89,parse_music,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.276345902356194,0.009983667137782959,5.9385012574910805,0.0057578306107018305
90,parse_music,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.316611202557372,0.01248638518772915,5.944091884723176,0.03975127121843287
91,how_many_times,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.337599537381773,0.0,5.761026012876149,0.0
92,how_many_times,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.302454676394262,0.0,6.262689102596437,0.0
93,how_many_times,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.353644565213735,0.010451675182275987,5.863884851135937,0.024740380251006618
94,how_many_times,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.321925217788063,0.001189734886072813,6.309107815278934,0.0
95,how_many_times,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.408961871431801,0.0,6.316491204371901,0.0
96,sort_numbers,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.578850766381216,0.0,6.082718702176117,0.0
97,sort_numbers,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.473092178310727,0.009302619157500183,6.143145113520635,0.055523668921899624
98,sort_numbers,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.529508376398723,0.0,6.037669940576044,0.0
99,sort_numbers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.444234199689422,0.0,6.134731130906183,0.0
100,sort_numbers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.450631540492519,0.006740619678528503,6.228724370549334,0.02424473602732178
101,find_closest_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.459450479444966,0.004468546240559945,6.2432339025577495,0.013886608715115045
102,find_closest_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.263605181015196,0.01576522293751908,6.047788784613226,0.010782655264960807
103,find_closest_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.505823966103144,0.004907182167216107,6.017085565827165,0.02470562620210828
104,find_closest_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.315090084942843,0.009078400932713828,6.047181088462845,0.008591081997086893
105,find_closest_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.357498631817653,0.01948227263456567,6.05493504165101,0.06325876960185264
106,rescale_to_unit,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.496441564595827,0.010299815814823154,5.82325178647447,0.011845192897811859
107,rescale_to_unit,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.465667220169998,0.02233700065770057,6.131056393217042,0.10316164594086463
108,rescale_to_unit,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.6745772992243415,0.018774253829571905,5.905967626279076,0.06984078219031827
109,rescale_to_unit,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.394351055250803,0.04132022613149725,5.981438153527244,0.023356337306706547
110,rescale_to_unit,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.452756009533071,0.001927060955938169,6.033895020533491,0.008779029299206608
111,filter_integers,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.58929087208445,0.0,5.522665866803592,0.0
112,filter_integers,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.483423165128642,0.002615832411968166,6.1286175864389465,0.005925925925926023
113,filter_integers,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.543099953390911,0.11468700095893773,5.491247450858653,0.1774749550422662
114,filter_integers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.412107808581298,0.010038302058329701,5.987723838730885,0.020195896087293528
115,filter_integers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.504944389641451,0.0,6.011698905456858,0.0
116,strlen,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.432976840490986,0.00013352523564236454,5.072368749488242,0.0
117,strlen,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.406806669176264,0.0,5.692938688863543,0.0
118,strlen,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.051626949375752,0.02604366156071496,3.4186832148301702,0.49751642677571584
119,strlen,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.339516464697333,0.004701028372607751,5.415985558975652,0.008602150537634402
120,strlen,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.415819854746245,0.0,5.6569603328885805,0.0
121,largest_divisor,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.389673698424701,0.0,5.718160393218157,0.0
122,largest_divisor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.281642470277868,0.0007918003136311276,5.8727750017970495,0.0
123,largest_divisor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.344946643987267,0.0,5.476063582192655,0.0
124,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.30398543791011,0.020783072541867734,5.94461883679767,0.03210758217869402
125,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.380388372654622,0.0,6.036961270193868,0.0
126,factorize,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.19981082764005,0.0,5.70202126470965,0.0
127,factorize,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.220878547340407,0.0024600329487856954,6.24583729509411,0.006853444114567253
128,factorize,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.212978716686077,0.0019025163050743993,5.75306382299047,0.0
129,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.190037691157014,0.011365540718774523,5.869142579373394,0.018965766701459965
130,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.2395986377519215,0.011120694345345628,6.042735666937974,0.03817840902172942
131,remove_duplicates,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.631212580451678,0.011965123744917962,5.908541227023319,0.027328164888861296
132,remove_duplicates,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.2960434658109845,0.009996878105921035,6.148370514315146,0.013664775333700974
133,remove_duplicates,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.65030075782936,0.0,5.759361731172849,0.0
134,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.28521316748269,0.000536434093312721,5.970628211666933,0.004868579275926522
135,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.33759363451798,0.009291008827279772,6.122647533129593,0.0008498977648193975
136,change_base,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.718019069090334,0.005937834825390099,6.047532790062984,0.015028219234276463
137,change_base,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.526119342447576,0.0,5.996359438639554,0.0
138,change_base,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.6494961701983595,0.009845817090822351,5.727850044194722,0.053245855611085344
139,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.471769321113492,0.005473135488737226,5.902426497427861,0.011993037130205868
140,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.518464664251627,0.0,6.163128741574011,0.0
141,triangle_area,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.387549527947158,0.005623295300735932,5.503066236365262,0.028321381103095622
142,triangle_area,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.282544788810823,0.0033711849144321348,5.711943148496692,0.00516129032258057
143,triangle_area,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.231345836596269,0.08591050946158915,4.7411201283052735,0.12511437732071473
144,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.3382644317374845,0.0,5.752293856677963,0.0
145,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.382470875578794,0.0,5.7008130059915025,0.0
146,fib4,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.210419578856641,0.0575686823276719,5.8116496924623195,0.07146730112907149
147,fib4,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.240973442321064,0.0231665020160964,5.916477126998535,0.041182678869826364
148,fib4,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.1121509800791465,0.0,5.754234790412284,0.0
149,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.39016119199573,0.0,5.901890521361293,0.0
150,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.313130904312733,0.0,6.036884690470944,0.0
151,median,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.421039297315633,0.0,5.917896297140394,0.0
152,median,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.423756455414846,0.01283088759147013,5.614448164227715,0.05525583790933801
153,median,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.433986741483348,0.0,6.036480018559668,0.0
154,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.462107643985634,0.0,5.790613598111178,0.0
155,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.29922962044384,0.0,5.725461114547608,0.0
156,is_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.5916859629235605,0.0003014841275730112,5.618288997423582,0.003687411112334953
157,is_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.411288833509678,0.0061385683179021764,6.2169824764992985,0.03147137446896018
158,is_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.498356252546245,0.0,5.413909765557392,0.0
159,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.488820775935936,0.10982081206898411,6.026756171055094,0.06472945259948268
160,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.566717949677887,0.0,5.911449664361751,0.0
161,modp,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.377648322587181,0.0,5.133017988945476,0.0
162,modp,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.449540169512421,0.012152297280748547,6.207863902522311,0.042923783574888894
163,modp,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.259791127262112,0.0,4.704511459715548,0.0
164,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.255454798664442,0.040224646489467504,6.128789531080769,0.05662254694534519
165,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.516139441736552,0.00016692338105137595,6.230306870842254,0.005547838043474584
166,encode_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.443001055780841,0.0,5.826807588956903,0.0
167,encode_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.373493730169601,0.12151462431555106,6.204706358817096,0.29826515412107885
