prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,t1a_mean,t1a_std
1,has_close_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
2,has_close_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
3,has_close_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.07317073170731707,0.0
4,has_close_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.04878048780487805,0.0
5,has_close_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.04878048780487805,0.0
6,separate_paren_groups,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.06000000000000001,0.013997084244475301
7,separate_paren_groups,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.02857142857142857,0.0
8,separate_paren_groups,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.04285714285714286,0.0
9,separate_paren_groups,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.04285714285714286,0.0
10,separate_paren_groups,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.03428571428571429,0.006998542122237652
11,truncate_number,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
12,truncate_number,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
13,truncate_number,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
14,truncate_number,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
15,truncate_number,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
16,below_zero,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
17,below_zero,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
18,below_zero,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
19,below_zero,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
20,below_zero,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
21,mean_absolute_deviation,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
22,mean_absolute_deviation,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
23,mean_absolute_deviation,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.03333333333333333,0.0
24,mean_absolute_deviation,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
25,mean_absolute_deviation,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
26,intersperse,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
27,intersperse,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
28,intersperse,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
29,intersperse,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
30,intersperse,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
31,parse_nested_parens,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.031746031746031744,0.0
32,parse_nested_parens,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.02222222222222222,0.007776157913597391
33,parse_nested_parens,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.047619047619047616,0.0
34,parse_nested_parens,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.031746031746031744,0.0
35,parse_nested_parens,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.031746031746031744,0.0
36,filter_by_substring,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
37,filter_by_substring,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
38,filter_by_substring,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
39,filter_by_substring,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
40,filter_by_substring,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
41,sum_product,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.03571428571428571,0.0
42,sum_product,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
43,sum_product,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
44,sum_product,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
45,sum_product,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
46,rolling_max,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
47,rolling_max,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.029411764705882353,0.0
48,rolling_max,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
49,rolling_max,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
50,rolling_max,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
51,make_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.05405405405405406,0.0
52,make_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
53,make_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.02702702702702703,0.0
54,make_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
55,make_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
56,string_xor,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.008333333333333333,0.016666666666666666
57,string_xor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
58,string_xor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
59,string_xor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
60,string_xor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
61,longest,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
62,longest,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
63,longest,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
64,longest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
65,longest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
66,greatest_common_divisor,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
67,greatest_common_divisor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
68,greatest_common_divisor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
69,greatest_common_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
70,greatest_common_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
71,all_prefixes,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
72,all_prefixes,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
73,all_prefixes,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
74,all_prefixes,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
75,all_prefixes,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
76,string_sequence,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
77,string_sequence,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
78,string_sequence,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
79,string_sequence,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
80,string_sequence,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
81,count_distinct_characters,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.08333333333333333,0.0
82,count_distinct_characters,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.08333333333333333,0.0
83,count_distinct_characters,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.08333333333333333,0.0
84,count_distinct_characters,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.08333333333333333,0.0
85,count_distinct_characters,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.08333333333333333,0.0
86,parse_music,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.058823529411764705,0.0
87,parse_music,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.029411764705882353,0.0
88,parse_music,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.029411764705882353,0.0
89,parse_music,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.029411764705882353,0.0
90,parse_music,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.029411764705882353,0.0
91,how_many_times,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
92,how_many_times,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
93,how_many_times,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
94,how_many_times,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
95,how_many_times,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
96,sort_numbers,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
97,sort_numbers,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
98,sort_numbers,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.013513513513513514,0.0
99,sort_numbers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.013513513513513514,0.0
100,sort_numbers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.013513513513513514,0.0
101,find_closest_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
102,find_closest_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
103,find_closest_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.017241379310344827,0.0
104,find_closest_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.027586206896551724,0.008446516354424753
105,find_closest_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.027586206896551724,0.008446516354424753
106,rescale_to_unit,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
107,rescale_to_unit,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
108,rescale_to_unit,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
109,rescale_to_unit,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
110,rescale_to_unit,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
111,filter_integers,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
112,filter_integers,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
113,filter_integers,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
114,filter_integers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
115,filter_integers,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
116,strlen,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
117,strlen,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
118,strlen,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
119,strlen,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
120,strlen,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
121,largest_divisor,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
122,largest_divisor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.08333333333333333,0.0
123,largest_divisor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.08333333333333333,0.0
124,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.08333333333333333,0.0
125,largest_divisor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.08333333333333333,0.0
126,factorize,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
127,factorize,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
128,factorize,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.019230769230769232,0.0
129,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
130,factorize,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
131,remove_duplicates,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
132,remove_duplicates,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
133,remove_duplicates,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
134,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
135,remove_duplicates,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.038461538461538464,0.0
136,change_base,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
137,change_base,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
138,change_base,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
139,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
140,change_base,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
141,triangle_area,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
142,triangle_area,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
143,triangle_area,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
144,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
145,triangle_area,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
146,fib4,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.02711864406779661,0.020338983050847456
147,fib4,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.01694915254237288,0.0
148,fib4,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.01694915254237288,0.0
149,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.01694915254237288,0.0
150,fib4,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.01694915254237288,0.0
151,median,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.017543859649122806,0.0
152,median,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.017543859649122806,0.0
153,median,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.05263157894736842,0.0
154,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
155,median,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
156,is_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
157,is_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
158,is_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
159,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
160,is_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
161,modp,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
162,modp,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
163,modp,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
164,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
165,modp,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
166,encode_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.024390243902439025,0.0
167,encode_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.04878048780487805,0.0
168,encode_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.04878048780487805,0.0
169,encode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.024390243902439025,0.0
170,encode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.04878048780487805,0.0
171,decode_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.024390243902439025,0.0
172,decode_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.04878048780487805,0.0
173,decode_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.04878048780487805,0.0
174,decode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.04878048780487805,0.0
175,decode_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.04878048780487805,0.0
176,remove_vowels,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
177,remove_vowels,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
178,remove_vowels,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
179,remove_vowels,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
180,remove_vowels,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
181,below_threshold,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.09090909090909091,0.0
182,below_threshold,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.09090909090909091,0.0
183,below_threshold,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
184,below_threshold,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
185,below_threshold,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
186,add,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
187,add,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
188,add,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
189,add,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
190,add,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
191,same_chars,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.09090909090909091,0.0
192,same_chars,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
193,same_chars,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
194,same_chars,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
195,same_chars,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
196,fib,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
197,fib,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
198,fib,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
199,fib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
200,fib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
201,correct_bracketing_1,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
202,correct_bracketing_1,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
203,correct_bracketing_1,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
204,correct_bracketing_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
205,correct_bracketing_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
206,monotonic,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
207,monotonic,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
208,monotonic,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
209,monotonic,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.05625,0.0125
210,monotonic,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
211,common,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.08333333333333333,0.0
212,common,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.08333333333333333,0.0
213,common,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
214,common,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
215,common,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
216,largest_prime_factor,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.02702702702702703,0.0
217,largest_prime_factor,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.02702702702702703,0.0
218,largest_prime_factor,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
219,largest_prime_factor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
220,largest_prime_factor,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
221,sum_to_n,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
222,sum_to_n,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
223,sum_to_n,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
224,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
225,sum_to_n,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
226,correct_bracketing_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
227,correct_bracketing_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
228,correct_bracketing_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
229,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
230,correct_bracketing_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
231,derivative,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
232,derivative,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
233,derivative,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
234,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.043478260869565216,0.0
235,derivative,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.043478260869565216,0.0
236,fibfib,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
237,fibfib,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
238,fibfib,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
239,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
240,fibfib,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
