prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,t1a_mean,t1a_std
241,vowels_count,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.05405405405405406,0.0
242,vowels_count,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
243,vowels_count,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.02702702702702703,0.0
244,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.02702702702702703,0.0
245,vowels_count,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
246,circular_shift,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
247,circular_shift,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
248,circular_shift,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
249,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
250,circular_shift,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
251,digitsum,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
252,digitsum,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
253,digitsum,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
254,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
255,digitsum,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
256,fruit_distribution,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
257,fruit_distribution,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
258,fruit_distribution,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
259,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
260,fruit_distribution,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
261,pluck,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
262,pluck,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
263,pluck,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
264,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
265,pluck,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
266,search,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
267,search,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
268,search,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
269,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
270,search,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
271,strange_sort_list,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
272,strange_sort_list,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
273,strange_sort_list,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
274,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
275,strange_sort_list,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
276,triangle_area_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
277,triangle_area_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
278,triangle_area_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
279,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
280,triangle_area_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
281,will_it_fly,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
282,will_it_fly,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
283,will_it_fly,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
284,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
285,will_it_fly,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
286,smallest_change,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
287,smallest_change,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
288,smallest_change,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
289,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
290,smallest_change,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
291,total_match,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
292,total_match,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
293,total_match,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
294,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
295,total_match,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
296,is_multiply_prime,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
297,is_multiply_prime,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
298,is_multiply_prime,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
299,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
300,is_multiply_prime,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
301,is_simple_power,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
302,is_simple_power,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
303,is_simple_power,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
304,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
305,is_simple_power,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
306,iscube,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
307,iscube,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
308,iscube,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
309,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
310,iscube,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
311,hex_key,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
312,hex_key,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
313,hex_key,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
314,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
315,hex_key,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
316,decimal_to_binary,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
317,decimal_to_binary,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
318,decimal_to_binary,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
319,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
320,decimal_to_binary,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
321,is_happy,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
322,is_happy,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
323,is_happy,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
324,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
325,is_happy,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
326,numerical_letter_grade,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
327,numerical_letter_grade,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
328,numerical_letter_grade,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
329,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
330,numerical_letter_grade,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
331,prime_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
332,prime_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
333,prime_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
334,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
335,prime_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
336,starts_one_ends,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
337,starts_one_ends,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
338,starts_one_ends,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
339,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
340,starts_one_ends,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
341,solve_1,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
342,solve_1,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
343,solve_1,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
344,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
345,solve_1,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
346,anti_shuffle,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
347,anti_shuffle,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
348,anti_shuffle,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
349,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
350,anti_shuffle,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
351,get_row,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
352,get_row,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
353,get_row,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
354,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
355,get_row,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
356,sort_array,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
357,sort_array,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
358,sort_array,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
359,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
360,sort_array,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
361,encrypt,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
362,encrypt,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
363,encrypt,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
364,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
365,encrypt,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
366,next_smallest,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
367,next_smallest,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
368,next_smallest,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
369,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
370,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
371,is_bored,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
372,is_bored,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
373,is_bored,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
374,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
375,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
376,any_int,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
377,any_int,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
378,any_int,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
379,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
380,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
381,encode,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
382,encode,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
383,encode,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
384,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
385,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
386,skjkasdkd,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
387,skjkasdkd,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
388,skjkasdkd,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
389,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
390,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
391,check_dict_case,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
392,check_dict_case,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
393,check_dict_case,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
394,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
395,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
396,count_up_to,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
397,count_up_to,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
398,count_up_to,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
399,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
400,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
401,multiply,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
402,multiply,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
403,multiply,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
404,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
405,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
406,count_upper,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
407,count_upper,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
408,count_upper,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
409,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
410,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
411,closest_integer,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
412,closest_integer,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
413,closest_integer,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
414,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
415,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
416,make_a_pile,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
417,make_a_pile,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
418,make_a_pile,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
419,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
420,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
421,words_string,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
422,words_string,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
423,words_string,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
424,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
425,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
426,choose_num,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
427,choose_num,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
428,choose_num,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
429,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
430,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
431,rounded_avg,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
432,rounded_avg,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
433,rounded_avg,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
434,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
435,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
436,unique_digits,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
437,unique_digits,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
438,unique_digits,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
439,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
440,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
441,by_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
442,by_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
443,by_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
444,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
445,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
446,even_odd_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
447,even_odd_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
448,even_odd_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
449,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
450,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
451,solve_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
452,solve_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
453,solve_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
454,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
455,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
456,add_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
457,add_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
458,add_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
459,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
460,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
461,get_odd_collatz,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
462,get_odd_collatz,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
463,get_odd_collatz,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
464,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
465,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
466,valid_date,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
467,valid_date,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
468,valid_date,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
469,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
470,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
471,split_words,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
472,split_words,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
473,split_words,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
474,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
475,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
476,is_sorted,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
477,is_sorted,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
478,is_sorted,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
479,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
480,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
481,intersection,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
482,intersection,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
483,intersection,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
484,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
485,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
486,prod_signs,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
487,prod_signs,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
488,prod_signs,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
489,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
490,prod_signs,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
491,minPath,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
492,minPath,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
493,minPath,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
494,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
495,minPath,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
496,tri,Zero-Shot,Short,Abstract,Natural Language,Imperative,0.0,0.0
497,tri,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,0.0,0.0
498,tri,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,0.0,0.0
499,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,0.0,0.0
500,tri,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,0.0,0.0
